"id","CTR"
6478,0.165067608404356
3956,0.0514649285009621
6257,0.165067608404356
9546,0.165067608404356
1163,0.165067608404356
7754,0.313840987736205
8269,0.484345610903722
7324,0.165067608404356
8592,0.165067608404356
1782,0.165067608404356
8993,0.0514649285009621
2129,0.165067608404356
8300,0.313840987736205
1625,0.484345610903722
4291,0.300762125069379
3205,0.165067608404356
6808,0.300762125069379
3732,0.313840987736205
6660,0.0514649285009621
2695,0.165067608404356
9638,0.618225411576571
5478,0.165067608404356
6763,0.165067608404356
5264,0.783084870190077
1577,0.165067608404356
8474,0.165067608404356
7961,0.165067608404356
1332,0.165067608404356
9633,0.165067608404356
7057,0.165067608404356
3677,0.0514649285009621
5898,0.484345610903722
9680,0.165067608404356
5623,0.165067608404356
8410,0.165067608404356
2621,0.165067608404356
6591,0.165067608404356
8140,0.165067608404356
4266,0.0514649285009621
9333,0.165067608404356
9563,0.165067608404356
7418,0.165067608404356
6923,0.0514649285009621
3193,0.484345610903722
3469,0.165067608404356
1386,0.165067608404356
3701,0.165067608404356
1638,0.165067608404356
4692,0.313840987736205
9789,0.165067608404356
6988,0.165067608404356
4516,0.484345610903722
1256,0.165067608404356
4114,0.0514649285009621
5949,0.300762125069379
2361,0.165067608404356
7614,0.0514649285009621
2670,0.313840987736205
4658,0.165067608404356
6410,0.165067608404356
4837,0.300762125069379
4169,0.165067608404356
1187,0.165067608404356
4065,0.165067608404356
8126,0.0514649285009621
3481,0.165067608404356
9426,0.165067608404356
6405,0.618225411576571
9233,0.313840987736205
2415,0.0514649285009621
6254,0.165067608404356
1886,0.165067608404356
8085,0.165067608404356
6109,0.165067608404356
1570,0.313840987736205
7681,0.300762125069379
6247,0.0514649285009621
7983,0.300762125069379
5166,0.165067608404356
2180,0.165067608404356
7708,0.165067608404356
4327,0.484345610903722
2373,0.165067608404356
1673,0.313840987736205
6316,0.300762125069379
2592,0.165067608404356
9030,0.165067608404356
6224,0.165067608404356
2480,0.165067608404356
1160,0.0514649285009621
7831,0.165067608404356
4441,0.165067608404356
5350,0.0514649285009621
8149,0.165067608404356
7470,0.300762125069379
7245,0.165067608404356
5519,0.165067608404356
8296,0.313840987736205
6465,0.165067608404356
9011,0.300762125069379
3472,0.165067608404356
2548,0.165067608404356
8557,0.0514649285009621
9475,0.165067608404356
2731,0.165067608404356
5913,0.0514649285009621
8169,0.0514649285009621
7537,0.165067608404356
4003,0.165067608404356
8814,0.165067608404356
2032,0.313840987736205
4947,0.165067608404356
6704,0.165067608404356
2458,0.165067608404356
7967,0.165067608404356
4095,0.165067608404356
7609,0.165067608404356
9532,0.165067608404356
9367,0.165067608404356
8756,0.0514649285009621
6573,0.165067608404356
3249,0.165067608404356
1422,0.165067608404356
2643,0.165067608404356
6555,0.0514649285009621
4367,0.300762125069379
6752,0.165067608404356
1617,0.0514649285009621
9120,0.165067608404356
4322,0.165067608404356
5722,0.165067608404356
1062,0.165067608404356
4987,0.165067608404356
4439,0.165067608404356
5116,0.0514649285009621
3555,0.165067608404356
6498,0.313840987736205
5060,0.165067608404356
1647,0.165067608404356
5616,0.165067608404356
8359,0.165067608404356
1138,0.165067608404356
6569,0.165067608404356
3793,0.165067608404356
6576,0.300762125069379
8379,0.313840987736205
7964,0.0514649285009621
1943,0.165067608404356
3882,0.783084870190077
3950,0.0514649285009621
7082,0.484345610903722
4661,0.313840987736205
8703,0.165067608404356
6665,0.165067608404356
5283,0.300762125069379
1630,0.165067608404356
7033,0.484345610903722
4958,0.300762125069379
1071,0.165067608404356
7481,0.165067608404356
3935,0.165067608404356
7539,0.165067608404356
9637,0.165067608404356
7747,0.165067608404356
9960,0.618225411576571
5304,0.313840987736205
9207,0.300762125069379
5613,0.165067608404356
9660,0.0514649285009621
3116,0.313840987736205
7984,0.0514649285009621
1665,0.165067608404356
2166,0.165067608404356
7003,0.165067608404356
8495,0.165067608404356
9843,0.165067608404356
2487,0.165067608404356
6982,0.0514649285009621
9337,0.313840987736205
1214,0.165067608404356
8845,0.165067608404356
4695,0.165067608404356
3198,0.165067608404356
6307,0.165067608404356
2679,0.0514649285009621
7270,0.165067608404356
2456,0.165067608404356
5309,0.165067608404356
7120,0.165067608404356
8876,0.165067608404356
5334,0.300762125069379
